name;categories;lat;lng
Gasthaus Peters;German Restaurant;51.32121587633175;6.739247618249416
Bäcker Wolff;Bakery;51.32063483772364;6.744787693136258
Im Jäger;German Restaurant;51.320625563116096;6.744812365801571
U Wittlaer;Metro Station;51.31834436960943;6.745336876952623
