name;categories;lat;lng
Kleines Hofcafé;Café;53.600883;9.955906
Horn;Bakery;53.60074795757805;9.956643695636899
Il Tramonto;Italian Restaurant;53.60054775457443;9.956705698727946
Nur Hier;Bakery;53.60392881561268;9.954266189669854
REWE;Supermarket;53.60184731558987;9.954003539269479
Hotel Engel;Hotel;53.6063000090088;9.955765408859993
McDonald's;Fast Food Restaurant;53.6022966795721;9.962099589415635
Von-Eicken-Park;Park;53.60330325766537;9.957046508789062
ALDI NORD;Supermarket;53.59990820598211;9.9581136232217
Audi Zentrum Hamburg;Auto Dealership;53.60357700320945;9.961284399032593
H Nedderfeld;Bus Stop;53.60397010763823;9.962549980918167
Budnikowsky;Pharmacy;53.59962249825986;9.961995617320776
