name;categories;lat;lng
Sachsen-Therme;Water Park;51.3480671834611;12.469308176628896
H4 Hotel Leipzig;Hotel;51.350178771523304;12.468312978744507
Sport-und Freizeitpark Leipzig-Paunsdorf;Gym / Fitness Center;51.34922280792702;12.469185317470647
