name;categories;lat;lng
REWE;Supermarket;51.52324824332302;7.370487550711941
Rossmann;Drugstore;51.52357748886104;7.371840135875695
Fitness Place;Gym / Fitness Center;51.51936492293708;7.372835386528475
Pizzeria Dolce Vita;Pizza Place;51.523616790771484;7.372603893280029
H Kirchlinde Zentrum;Bus Stop;51.51677434819688;7.367616282292591
