name;categories;lat;lng
Body Up;Gym / Fitness Center;48.11433518828865;11.517885686891088
Lotto Bayern;Lottery Retailer;48.11819;11.51301
H Hinterbärenbadstraße;Bus Stop;48.1205855976783;11.518356039428824
Fonél;Coffee Shop;48.12088;11.519027
