name;categories;lat;lng
Zum Rad;German Restaurant;50.14535284333455;8.728228714306658
OrthopädieSchuhTechnik Häbry;Shoe Repair;50.14501899999999;8.727133500000036
Wolfgang Uhlig Fotograf;Photography Studio;50.1450141;8.721180300000002
Atzelbergplatz;Plaza;50.141131;8.72046
