name;categories;lat;lng;subcity;Unnamed: 0;City
Cube;Restaurant;48.778288796596975;9.177706555133373;Untertürkheim, Stuttgart;;Stuttgart
Sansibar;German Restaurant;48.77533050525256;9.18048091545826;Untertürkheim, Stuttgart;;Stuttgart
Staatsoper Stuttgart;Opera House;48.77936917139513;9.18433427810669;Untertürkheim, Stuttgart;;Stuttgart
Weinhandlung & Weinbar Kreis;Wine Shop;48.77675812787134;9.178656157759413;Untertürkheim, Stuttgart;;Stuttgart
San's Bistro & Weinbar;Sandwich Place;48.778766606073475;9.176832365330077;Untertürkheim, Stuttgart;;Stuttgart
Gloria Kino;Movie Theater;48.780269999444506;9.178807590031012;Untertürkheim, Stuttgart;;Stuttgart
Marktplatz;Plaza;48.77527972503773;9.178327885301352;Untertürkheim, Stuttgart;;Stuttgart
Sushi-Ya;Sushi Restaurant;48.77746052873597;9.175435468797998;Untertürkheim, Stuttgart;;Stuttgart
Cavos Taverna Stuttgart;Taverna;48.78149040209631;9.178606604786294;Untertürkheim, Stuttgart;;Stuttgart
bungalow;Men's Store;48.776174621819784;9.177969551802711;Untertürkheim, Stuttgart;;Stuttgart
Go Asia Asien Supermarkt;Supermarket;48.78153;9.181855;Untertürkheim, Stuttgart;;Stuttgart
California Bounge;Lounge;48.7800511927073;9.175979058815878;Untertürkheim, Stuttgart;;Stuttgart
Breuninger;Department Store;48.77493616246726;9.179795980453493;Untertürkheim, Stuttgart;;Stuttgart
Alte Kanzlei;German Restaurant;48.77763953488208;9.178852050050422;Untertürkheim, Stuttgart;;Stuttgart
Holanka Bar;Café;48.77612147606333;9.178086826413422;Untertürkheim, Stuttgart;;Stuttgart
enso Sushi & Grill;Japanese Restaurant;48.77538648763747;9.182065444129725;Untertürkheim, Stuttgart;;Stuttgart
Sky Beach Stuttgart;Beach Bar;48.78202600729646;9.180950122707387;Untertürkheim, Stuttgart;;Stuttgart
Motel One Stuttgart-Hauptbahnhof;Hotel;48.78207191433852;9.1790330349188;Untertürkheim, Stuttgart;;Stuttgart
Old Bridge;Ice Cream Shop;48.77417318950248;9.179273717618713;Untertürkheim, Stuttgart;;Stuttgart
Louis Vuitton;Boutique;48.7756571;9.1797474;Untertürkheim, Stuttgart;;Stuttgart
Zara;Clothing Store;48.7810135333768;9.180603167252713;Untertürkheim, Stuttgart;;Stuttgart
Thai-Restaurant Tiffany;Thai Restaurant;48.77585918362092;9.176997893598452;Untertürkheim, Stuttgart;;Stuttgart
Gatto Verde;Italian Restaurant;51.276977;6.788444999999999;Unterrath, Düsseldorf;;Düsseldorf
Avidon Art & Design Hotel;Hotel;51.27532459768281;6.78655944389746;Unterrath, Düsseldorf;;Düsseldorf
Gaststätte Hoferhof;Pub;51.275125496460646;6.786847114562987;Unterrath, Düsseldorf;;Düsseldorf
Restaurant Platia;Greek Restaurant;51.27543582688362;6.790698161381055;Unterrath, Düsseldorf;;Düsseldorf
H Am Röttchen;Bus Stop;51.27368943269529;6.781715933412522;Unterrath, Düsseldorf;;Düsseldorf
S Düsseldorf-Unterrath;Light Rail Station;51.276919179424276;6.788693815469742;Unterrath, Düsseldorf;;Düsseldorf
Parkside Hotel;Hotel;50.10744904957446;8.536176220234754;Unterliederbach, Frankfurt;;Frankfurt
EDEKA City-Supermarkt Lich;Supermarket;50.10956873;8.5364394;Unterliederbach, Frankfurt;;Frankfurt
Unterliederbach Bf;Platform;50.107682149555686;8.528237103646712;Unterliederbach, Frankfurt;;Frankfurt
Asiatischer Imbiss;Asian Restaurant;50.110793;8.538207;Unterliederbach, Frankfurt;;Frankfurt
Intersport Voswinkel;Sporting Goods Shop;50.11031090621072;8.525815105104492;Unterliederbach, Frankfurt;;Frankfurt
Giesinger Garten;German Restaurant;48.116025631568796;11.568317575996849;Untergiesing-Harlaching, München;;München
Lucullus;Greek Restaurant;48.117473782689636;11.570439826602463;Untergiesing-Harlaching, München;;München
Kebab Haus;Kebab Restaurant;48.11594216367028;11.573065206277766;Untergiesing-Harlaching, München;;München
Patisserie Lehmann;Cupcake Shop;48.11557263795641;11.572897836771212;Untergiesing-Harlaching, München;;München
Ammos;Taverna;48.1137867393328;11.57183028656776;Untergiesing-Harlaching, München;;München
Solo Pizzeria Italia;Pizza Place;48.11489;11.57576;Untergiesing-Harlaching, München;;München
Giesinger Bräu;Brewery;48.11554243106117;11.576862211887484;Untergiesing-Harlaching, München;;München
Hamam Anatolia;Spa;48.11286647812093;11.57588623219334;Untergiesing-Harlaching, München;;München
dm-drogerie markt;Drugstore;48.1167222;11.571522300000002;Untergiesing-Harlaching, München;;München
Body Up;Gym;48.11627462165476;11.573013204563372;Untergiesing-Harlaching, München;;München
Fiedler & Fuchs;German Restaurant;48.11638905150186;11.57436842113554;Untergiesing-Harlaching, München;;München
Va Pensiero;Italian Restaurant;48.115017384964226;11.570125287184773;Untergiesing-Harlaching, München;;München
Likavitos;Taverna;48.11652989203606;11.570887539340148;Untergiesing-Harlaching, München;;München
ALDI SÜD;Supermarket;48.116580581377505;11.572916976686427;Untergiesing-Harlaching, München;;München
Hans-Mielich-Platz;Plaza;48.116436;11.570517;Untergiesing-Harlaching, München;;München
Van Hoa;Vietnamese Restaurant;48.11457446619095;11.57660798649212;Untergiesing-Harlaching, München;;München
Café Wimmer;Café;48.113798139344;11.571930310636166;Untergiesing-Harlaching, München;;München
Mama Pizza;Pizza Place;48.115556;11.571528;Untergiesing-Harlaching, München;;München
Gaststätte Hans Mielich;German Restaurant;48.113827464881716;11.569779997275974;Untergiesing-Harlaching, München;;München
Post Café;Convenience Store;48.11473838413775;11.570127990659316;Untergiesing-Harlaching, München;;München
Jakob-Gelb-Platz;Plaza;48.113536974786705;11.572438211454434;Untergiesing-Harlaching, München;;München
Giesinger Frischemarkt;Supermarket;48.11259275;11.57119554;Untergiesing-Harlaching, München;;München
Sparkasse;Bank;48.11183328585838;11.57024065230006;Untergiesing-Harlaching, München;;München
Isarstrand;Beach;48.118113691475884;11.570015118937187;Untergiesing-Harlaching, München;;München
Sportgaststätte  Agilolfingerplatz;Soccer Field;48.114763806697255;11.565250260807094;Untergiesing-Harlaching, München;;München
Bezirkssportanlage Agilolfingerstraße;Soccer Field;48.115893039152574;11.565363193543625;Untergiesing-Harlaching, München;;München
SoulPlus;Gym;48.11148319;11.57126796;Untergiesing-Harlaching, München;;München
Giesinger Stehausschank;Music Venue;48.115829999999995;11.576709;Untergiesing-Harlaching, München;;München
Entenweiher;Lake;48.11527520290372;11.563507318496704;Untergiesing-Harlaching, München;;München
Aloha Poke;Poke Place;51.211205;6.7664413;Unterbilk, Düsseldorf;;Düsseldorf
REWE;Supermarket;51.20442766102982;6.89470307534873;Unterbach, Düsseldorf;;Düsseldorf
Nostalgia zur Delle;Polish Restaurant;51.203666;6.899448;Unterbach, Düsseldorf;;Düsseldorf
Vereinshaus, Unterbach;Gastropub;51.202967317013474;6.900875594377934;Unterbach, Düsseldorf;;Düsseldorf
Pizzeria Trattoria La Rucola;Trattoria/Osteria;51.20449109812387;6.8950273636631;Unterbach, Düsseldorf;;Düsseldorf
Breidenplatz;Plaza;51.20451247746499;6.8947661939972935;Unterbach, Düsseldorf;;Düsseldorf
Caipi Colada;Cocktail Bar;53.572574862334655;10.016085740857179;Uhlenhorst, Hamburg;;Hamburg
Aspria;Gym / Fitness Center;53.57118949544174;10.017295938304997;Uhlenhorst, Hamburg;;Hamburg
Alsterperle;Café;53.567749;10.015511;Uhlenhorst, Hamburg;;Hamburg
No Ne Asia Imbiss;Asian Restaurant;53.571268154466026;10.016307753870262;Uhlenhorst, Hamburg;;Hamburg
FARDI - Syrisches Restaurant;Middle Eastern Restaurant;53.57487056717486;10.014998396067877;Uhlenhorst, Hamburg;;Hamburg
Budnikowsky;Drugstore;53.57239908096006;10.015756461230822;Uhlenhorst, Hamburg;;Hamburg
Akari;Japanese Restaurant;53.56875161752354;10.017955727182663;Uhlenhorst, Hamburg;;Hamburg
Emmas;Cupcake Shop;53.57376655136403;10.015362150155328;Uhlenhorst, Hamburg;;Hamburg
Alsterpark;Park;53.56886720723957;10.013555288314821;Uhlenhorst, Hamburg;;Hamburg
Schöne Aussicht;Scenic Lookout;53.56977830552557;10.009961128234863;Uhlenhorst, Hamburg;;Hamburg
Ristorante Farinelli Da Franco;Italian Restaurant;53.57418599302226;10.015057581182266;Uhlenhorst, Hamburg;;Hamburg
San Michele;Italian Restaurant;53.57314649549393;10.018611037489356;Uhlenhorst, Hamburg;;Hamburg
Casa Nova;Pizza Place;53.570228411270065;10.01708020624333;Uhlenhorst, Hamburg;;Hamburg
Cafe Hansa-Steg;Café;53.569832406774985;10.009584430625203;Uhlenhorst, Hamburg;;Hamburg
EDEKA;Supermarket;53.56895010529493;10.017910420401595;Uhlenhorst, Hamburg;;Hamburg
Boulevard Hotel;Hotel;53.575034258510506;10.015057325363157;Uhlenhorst, Hamburg;;Hamburg
Anleger Uhlenhorster Fährhaus;Pier;53.57334814205759;10.007449883884204;Uhlenhorst, Hamburg;;Hamburg
guter blick;River;53.5744188365554;10.007865132331775;Uhlenhorst, Hamburg;;Hamburg
Norddeutscher Regattaverein;Harbor / Marina;53.57437104357483;10.00749682819276;Uhlenhorst, Hamburg;;Hamburg
Weinbaumuseum Uhlbach;History Museum;48.77647007812399;9.278925818085565;Uhlbach, Stuttgart;;Stuttgart
Uhlbach;Vineyard;48.77309771316636;9.280077690708724;Uhlbach, Stuttgart;;Stuttgart
Hotel Garni;Hotel;48.774964000000004;9.281407000000002;Uhlbach, Stuttgart;;Stuttgart
Weingut Currle (Besenwirtschaft);German Pop-Up Restaurant;48.77486733353136;9.284798599924152;Uhlbach, Stuttgart;;Stuttgart
Weinstube Löwen;German Restaurant;48.77684989999999;9.2788637;Uhlbach, Stuttgart;;Stuttgart
body + soul Center Trudering;Gym / Fitness Center;48.12243724042513;11.662373344523187;Trudering-Riem, München;;München
Leto Motel;Motel;48.122214449252866;11.661578991377993;Trudering-Riem, München;;München
Müller Bäckerei;Bakery;48.1257917635959;11.663456271898124;Trudering-Riem, München;;München
dm-drogerie markt;Drugstore;48.1223517;11.6612886;Trudering-Riem, München;;München
HIT;Supermarket;48.12473447855568;11.664641177009573;Trudering-Riem, München;;München
SUBWAY;Sandwich Place;48.121602222945995;11.662820224951579;Trudering-Riem, München;;München
Wanderweg zur Scandio;Trail;48.1276804603349;11.663284645836574;Trudering-Riem, München;;München
Traine Coffe;Café;48.125547680245035;11.663593687373414;Trudering-Riem, München;;München
S+U Trudering;Light Rail Station;48.12554479638421;11.663594565728598;Trudering-Riem, München;;München
Miyako;Asian Restaurant;48.12653314;11.65827292;Trudering-Riem, München;;München
denn's Biomarkt;Organic Grocery;48.122400577734105;11.66195039921814;Trudering-Riem, München;;München
FIT STAR Fitnessstudio München-Trudering;Gym / Fitness Center;48.1218981;11.6620671;Trudering-Riem, München;;München
Tiberio;Italian Restaurant;48.12168205035146;11.662770509719849;Trudering-Riem, München;;München
Poco Domäne;Furniture / Home Store;48.127607943821786;11.659779123683471;Trudering-Riem, München;;München
Bahnhof Hamburg-Tonndorf;Train Station;53.586528597916356;10.123212502349476;Tonndorf, Hamburg;;Hamburg
A.T.U;Automotive Shop;53.58470660777544;10.118983049545436;Tonndorf, Hamburg;;Hamburg
Mix Markt;Grocery Store;53.585182999999994;10.12233;Tonndorf, Hamburg;;Hamburg
Katy;Café;53.585786473226904;10.123951881387505;Tonndorf, Hamburg;;Hamburg
Fischladen Tonndorf;Seafood Restaurant;53.585809;10.12397;Tonndorf, Hamburg;;Hamburg
Strandbad Ostende;Beach;53.591389498656724;10.11788307353464;Tonndorf, Hamburg;;Hamburg
H Studio Hamburg;Bus Stop;53.586161980759755;10.124974250793457;Tonndorf, Hamburg;;Hamburg
Rosengarten;Garden;52.51397228556314;13.35688796731381;Tiergarten, Berlin;;Berlin
Luiseninsel;Sculpture Garden;52.51091480493818;13.364304521528554;Tiergarten, Berlin;;Berlin
Gedenkstätte Deutscher Widerstand;Memorial Site;52.507634312116956;13.363169236520958;Tiergarten, Berlin;;Berlin
Harry's New York Bar;Hotel Bar;52.50577327676405;13.354751696063293;Tiergarten, Berlin;;Berlin
Kantine im Felleshus;Scandinavian Restaurant;52.50855527666073;13.350813388824465;Tiergarten, Berlin;;Berlin
Maritim Hotel Berlin;Hotel;52.507586200000006;13.3635465;Tiergarten, Berlin;;Berlin
Ellipse Lounge;Lounge;52.505763;13.354719000000001;Tiergarten, Berlin;;Berlin
Sheraton Club Lounge;Lounge;52.505758532442606;13.354830514739534;Tiergarten, Berlin;;Berlin
Café im Bauhaus-Archiv;Café;52.506372668573704;13.353988125172107;Tiergarten, Berlin;;Berlin
Eventlocation Alte Pumpe;German Restaurant;52.505480787633296;13.358202960121718;Tiergarten, Berlin;;Berlin
Richard-Wagner-Denkmal;Outdoor Sculpture;52.51001711782703;13.362063486461674;Tiergarten, Berlin;;Berlin
Regenbogenwiese Tiergarten;Park;52.51209234371832;13.351293123225858;Tiergarten, Berlin;;Berlin
Lidl;Supermarket;51.378804671830814;12.430841170089481;Thekla, Leipzig;;Leipzig
Bürkle Elektronik Service GmbH;Other Repair Shop;51.38208650000001;12.434000299999981;Thekla, Leipzig;;Leipzig
DEVK;Insurance Office;51.382127000000004;12.434853;Thekla, Leipzig;;Leipzig
Zum Mühlengrund;Gastropub;51.382934000000006;12.439454;Thekla, Leipzig;;Leipzig
Kyprios;Greek Restaurant;48.1019832372013;11.543869711215393;Thalkirchen-Obersendling, München;;München
Pogner's Restaurant & Kegelbahn;German Restaurant;48.104710410220854;11.545836637501914;Thalkirchen-Obersendling, München;;München
Kiosk 1917;Convenience Store;48.101044635766286;11.547463343556595;Thalkirchen-Obersendling, München;;München
GELATOBI;Ice Cream Shop;48.10082976416337;11.546576889666527;Thalkirchen-Obersendling, München;;München
HI Munich Park Hostel - DJH Jugendherberge München Park;Hostel;48.099476231377075;11.543361655035298;Thalkirchen-Obersendling, München;;München
Kletter- und Boulderzentrum München;Climbing Gym;48.106761053521055;11.545561880353091;Thalkirchen-Obersendling, München;;München
Mangostin Asia;Asian Restaurant;48.10023167599754;11.545920964682608;Thalkirchen-Obersendling, München;;München
Grillplatz an der Isar (Thalkirchen, Westufer gegenüber Tierpark);BBQ Joint;48.100049974297846;11.550424524780036;Thalkirchen-Obersendling, München;;München
Cafe am Tierpark;Italian Restaurant;48.100435674582;11.544770239704732;Thalkirchen-Obersendling, München;;München
Shan;Indian Restaurant;48.10398329931054;11.54256546831058;Thalkirchen-Obersendling, München;;München
Das Bootshaus;German Restaurant;48.0986968819247;11.547256896115133;Thalkirchen-Obersendling, München;;München
Backstube Wünsche;Bakery;48.10058556343667;11.546989292373164;Thalkirchen-Obersendling, München;;München
EDEKA;Supermarket;48.10046639999999;11.546664;Thalkirchen-Obersendling, München;;München
Alter Wirt;German Restaurant;48.100508886663526;11.544953688342893;Thalkirchen-Obersendling, München;;München
Rizzo;Italian Restaurant;48.102839017973615;11.547141218258947;Thalkirchen-Obersendling, München;;München
Vinum Merum;Dessert Shop;48.10027914456943;11.543618364294984;Thalkirchen-Obersendling, München;;München
Gästehaus Am RPTC Hotel;Hotel;48.10515462647477;11.549910846772804;Thalkirchen-Obersendling, München;;München
Thalkirchentrails;Trail;48.10080257803885;11.550334769257109;Thalkirchen-Obersendling, München;;München
Susi & Günther's Hexenhäusel;Convenience Store;48.102532000000004;11.551853;Thalkirchen-Obersendling, München;;München
Kanuzentrum (MTV);River;48.098804972291184;11.54787540435791;Thalkirchen-Obersendling, München;;München
Spielplatz Maria-Einsiedel-Straße;Playground;48.098484609958476;11.546234795628687;Thalkirchen-Obersendling, München;;München
Alter Park;Park;52.46287074203468;13.382309408058473;Tempelhof, Berlin;;Berlin
City Chicken;Fried Chicken Joint;52.46478335318882;13.385706167873973;Tempelhof, Berlin;;Berlin
Franckepark;Park;52.4612132016372;13.388428688049315;Tempelhof, Berlin;;Berlin
Nuova Mirabella;Italian Restaurant;52.4656440564333;13.38403409683398;Tempelhof, Berlin;;Berlin
Müllerskind;Café;52.462680782026176;13.381306691069785;Tempelhof, Berlin;;Berlin
RISA Chicken;Fried Chicken Joint;52.466194911143816;13.38532605664186;Tempelhof, Berlin;;Berlin
Bosepark;Park;52.462958329071206;13.379771795281744;Tempelhof, Berlin;;Berlin
Thürmann Bäckerei & Konditorei;Bakery;52.46076866305522;13.385080280744855;Tempelhof, Berlin;;Berlin
EGE Gemüsekebap;Doner Restaurant;52.45921800000001;13.384773999999998;Tempelhof, Berlin;;Berlin
Café Klatsch;Café;52.46585700255896;13.38076329559754;Tempelhof, Berlin;;Berlin
Bambusstäbchen;Vietnamese Restaurant;52.46664276531108;13.385444816675534;Tempelhof, Berlin;;Berlin
dm-drogerie markt;Drugstore;52.459654927667806;13.384770689924677;Tempelhof, Berlin;;Berlin
Balli Döner;Doner Restaurant;52.465982315211605;13.385411098485935;Tempelhof, Berlin;;Berlin
Amera;Italian Restaurant;52.467169988816394;13.382751642683369;Tempelhof, Berlin;;Berlin
Rossmann;Drugstore;52.45956108078195;13.384524458560133;Tempelhof, Berlin;;Berlin
EDEKA;Supermarket;52.465500693479136;13.383998450074037;Tempelhof, Berlin;;Berlin
Hotel Alt-Tempelhof;Hotel;52.464013543046704;13.384933899156918;Tempelhof, Berlin;;Berlin
Pausini;Coffee Shop;52.459449320605344;13.383953043052635;Tempelhof, Berlin;;Berlin
M & M Back;Bakery;52.45964973053189;13.384572006259795;Tempelhof, Berlin;;Berlin
Galeria Karstadt Kaufhof;Department Store;52.459764171523965;13.384770315342202;Tempelhof, Berlin;;Berlin
Creme de la Creme - Florida Eis;Ice Cream Shop;52.588646;13.278310999999999;Tegel, Berlin;;Berlin
Cafe Wetterstein;Café;52.589048999999996;13.279866;Tegel, Berlin;;Berlin
Greenwichpromenade;Waterfront;52.588045173626746;13.273844718933105;Tegel, Berlin;;Berlin
Bergmann Pizza;Pizza Place;52.589363391720504;13.281678640087993;Tegel, Berlin;;Berlin
Rüan Thai Restaurant;Thai Restaurant;52.586872209959296;13.283095414756493;Tegel, Berlin;;Berlin
Hax'nhaus;German Restaurant;52.58979;13.282209900000002;Tegel, Berlin;;Berlin
Donna Francesca;Restaurant;52.588995;13.280823000000002;Tegel, Berlin;;Berlin
Fisherman's;Seafood Restaurant;52.585218999999995;13.276782;Tegel, Berlin;;Berlin
Aarju;Indian Restaurant;52.586675849929144;13.282668697067221;Tegel, Berlin;;Berlin
Blaue Lagune;Mediterranean Restaurant;52.588506110593435;13.278330353766886;Tegel, Berlin;;Berlin
Florida Eiscafé;Ice Cream Shop;52.58938369840054;13.281575811432175;Tegel, Berlin;;Berlin
SeeGarten;Beer Garden;52.5849619499386;13.275872468948364;Tegel, Berlin;;Berlin
DADU;Japanese Restaurant;52.58940094117387;13.282143473625181;Tegel, Berlin;;Berlin
Pianoforte;Italian Restaurant;52.587143000000005;13.285779000000002;Tegel, Berlin;;Berlin
dm-drogerie markt;Drugstore;52.589731900000004;13.2849612;Tegel, Berlin;;Berlin
Darjiling;Indian Restaurant;52.588685713640565;13.279117108639722;Tegel, Berlin;;Berlin
Falafel Moudi;Falafel Restaurant;52.58778168799675;13.285322216805165;Tegel, Berlin;;Berlin
Konditorei Röttgen;Café;52.5893265063899;13.283876824507264;Tegel, Berlin;;Berlin
Mal Sehn;Bar;52.58936803248678;13.280969538041386;Tegel, Berlin;;Berlin
Laventes Grill;Restaurant;52.586685037326745;13.282781830684184;Tegel, Berlin;;Berlin
Tegeler See Terrassen;Lounge;52.58896335657332;13.274575629718314;Tegel, Berlin;;Berlin
Rossmann;Drugstore;52.590756666778205;13.2831573486328;Tegel, Berlin;;Berlin
Restaurant Weil;Restaurant;52.58947279325261;13.281840399280368;Tegel, Berlin;;Berlin
C&A;Clothing Store;52.590045588446344;13.282905232478036;Tegel, Berlin;;Berlin
Pavillon am See;Café;52.58855410602874;13.273017453454182;Tegel, Berlin;;Berlin
Brasserie Alt-Tegel;Brasserie;52.589055485155974;13.280432224273682;Tegel, Berlin;;Berlin
Edeka Tegel;Supermarket;52.586931386608725;13.282974826629788;Tegel, Berlin;;Berlin
Curry 27;Snack Place;52.590257913145116;13.282802286347186;Tegel, Berlin;;Berlin
H U Alt-Tegel;Bus Stop;52.590374;13.283281;Tegel, Berlin;;Berlin
Gärtnerei & Hofladen Stender;Café;53.49433115202405;10.084525971015708;Tatenberg, Hamburg;;Hamburg
Tatenberger Fährhaus;German Restaurant;53.495003000000004;10.083554;Tatenberg, Hamburg;;Hamburg
BBQ-Donut Hamburg Bootsvermietung S. Gebauer;Boat or Ferry;53.4973;10.080889999999954;Tatenberg, Hamburg;;Hamburg
Sportboothafen Möller;Harbor / Marina;53.4972067262139;10.081605126417454;Tatenberg, Hamburg;;Hamburg
Hamburger Yacht Club;Club House;53.493830032582395;10.086299880819588;Tatenberg, Hamburg;;Hamburg
EDEKA Kipping;Supermarket;50.86471402;7.00499628;Sürth, Köln;;Köln
Eiscafé Marano;Ice Cream Shop;50.862500996414575;7.008033548173352;Sürth, Köln;;Köln
Falderhof Restaurant & Hotel;German Restaurant;50.86285186402339;7.006704843787456;Sürth, Köln;;Köln
Gaststätte Zur Krone;German Restaurant;50.862578000000006;7.008534;Sürth, Köln;;Köln
La Modicana Pizzeria Restaurante;Italian Restaurant;50.86276029438827;7.008644454567027;Sürth, Köln;;Köln
Pizzeria Sorriso;Pizza Place;50.862245137737816;7.007382172653417;Sürth, Köln;;Köln
Theo's Grill;Greek Restaurant;50.861870738551396;7.007060646888612;Sürth, Köln;;Köln
Bäckerei Schneider;Bakery;50.86478192279925;7.0045322152797445;Sürth, Köln;;Köln
Netto Marken-Discount;Supermarket;50.85947693;7.00390417;Sürth, Köln;;Köln
H Sürth;Tram Station;50.864268940791995;7.003568637017709;Sürth, Köln;;Köln
Keiserlich;Ice Cream Shop;50.91847532292232;6.925479179110984;Sülz, Köln;;Köln
Chang-Thai;Thai Restaurant;50.919031438050496;6.926123302461226;Sülz, Köln;;Köln
Melange Orange;Café;50.91681506665218;6.925757003876632;Sülz, Köln;;Köln
Ha-Long-Bucht;Vietnamese Restaurant;50.91794291946909;6.923958496156447;Sülz, Köln;;Köln
Palanta;Restaurant;50.92020451140792;6.9204535824609055;Sülz, Köln;;Köln
Heilandt Sülz;Café;50.91592779414488;6.927289177588785;Sülz, Köln;;Köln
Grilleta Salamis;Greek Restaurant;50.916009671004076;6.922668878227032;Sülz, Köln;;Köln
Balthasar;Modern European Restaurant;50.91936427202064;6.91940824701033;Sülz, Köln;;Köln
Ökmen Kebap;Turkish Restaurant;50.92044838473196;6.919711035080142;Sülz, Köln;;Köln
Sakura;Sushi Restaurant;50.917731885936135;6.924539801696374;Sülz, Köln;;Köln
Brasserie Marie;French Restaurant;50.923199;6.9240699999999995;Sülz, Köln;;Köln
Café Rubi;Café;50.920252119212925;6.927358419694084;Sülz, Köln;;Köln
Wo ist Tom?;Café;50.921551;6.920489999999999;Sülz, Köln;;Köln
Café Goldjunge;Café;50.922662;6.922822999999999;Sülz, Köln;;Köln
Jules Coffee;Café;50.917049824089844;6.923740463120472;Sülz, Köln;;Köln
Haus Unkelbach;Brewery;50.91528291118365;6.926614806699552;Sülz, Köln;;Köln
Fitness First;Gym / Fitness Center;50.91699063956656;6.9292764365673065;Sülz, Köln;;Köln
E Bom;Café;50.918406798485535;6.925373051051133;Sülz, Köln;;Köln
Fellini Ristorante;Italian Restaurant;50.920958598595476;6.917946489945956;Sülz, Köln;;Köln
dm-drogerie markt;Drugstore;50.916324000832475;6.926870232559849;Sülz, Köln;;Köln
My Thai;Thai Restaurant;50.917545988715105;6.924301667179988;Sülz, Köln;;Köln
Sölzer Klaaf;Gastropub;50.915745755022954;6.9250128959706565;Sülz, Köln;;Köln
Berrenrather;Pub;50.916499481607644;6.9230525751262375;Sülz, Köln;;Köln
Haus Demmer;German Restaurant;50.92317149673294;6.924337830964192;Sülz, Köln;;Köln
Supasalad;Salad Place;50.91555405431571;6.9278488885237275;Sülz, Köln;;Köln
Gasthaus Scherz;Austrian Restaurant;50.915503;6.926964;Sülz, Köln;;Köln
Lidl;Supermarket;50.9219946;6.9214285;Sülz, Köln;;Köln
Eckstein;Restaurant;50.91537931655765;6.927417481381303;Sülz, Köln;;Köln
Schmitz & Nittenwilm;Bakery;50.919311;6.9197940000000004;Sülz, Köln;;Köln
Schmitz & Nittenwilm;Bakery;50.915265691597575;6.922005145235643;Sülz, Köln;;Köln
Lieblings;Café;50.922313;6.922319;Sülz, Köln;;Köln
Merzenich;Bakery;50.915741;6.927116000000001;Sülz, Köln;;Köln
Saigon Pho;Vietnamese Restaurant;50.915717652045956;6.922364902106985;Sülz, Köln;;Köln
Bellavista Trattoria;Trattoria/Osteria;50.92122836056093;6.918538071519885;Sülz, Köln;;Köln
Weisshaus-Kino;Indie Movie Theater;50.91699403005416;6.928837904541595;Sülz, Köln;;Köln
Rossmann;Drugstore;50.917546514487384;6.924520065622858;Sülz, Köln;;Köln
LUX Restaurant;Burger Joint;50.91801719766981;6.929605610436622;Sülz, Köln;;Köln
Südkurve;Pub;50.91684435342506;6.928486147761585;Sülz, Köln;;Köln
BackWerk;Bakery;50.91682224;6.92539563;Sülz, Köln;;Köln
EDEKA Romano;Supermarket;50.91659000000001;6.9236699999999995;Sülz, Köln;;Köln
Samowar;Breakfast Spot;50.919977;6.920398;Sülz, Köln;;Köln
Tan Grill;Fast Food Restaurant;50.92186529456511;6.920582572647057;Sülz, Köln;;Köln
Burger Bud;Burger Joint;50.9214902479481;6.928915863946068;Sülz, Köln;;Köln
Cafe Osterspey;Café;50.91604468079856;6.927831453461849;Sülz, Köln;;Köln
Colonia Kebap Haus;Falafel Restaurant;50.915470363403934;6.927870776091534;Sülz, Köln;;Köln
Kochhaus Sülz;Food & Drink Shop;50.91694745412022;6.925421976277739;Sülz, Köln;;Köln
Gyros bei Spyros;Greek Restaurant;50.92330890221939;6.924631028012749;Sülz, Köln;;Köln
ALDI SÜD;Supermarket;50.91619999933221;6.9264194913326955;Sülz, Köln;;Köln
Parfümerie Douglas Köln Sülz;Perfume Shop;50.91708637862168;6.924517262022056;Sülz, Köln;;Köln
Gelateria Firenze;Ice Cream Shop;50.9167;6.925991000000001;Sülz, Köln;;Köln
Klein's Backstube;Bakery;50.9165153915577;6.926366826820138;Sülz, Köln;;Köln
Kamps;Bakery;50.922474187299116;6.9220733642578125;Sülz, Köln;;Köln
Die Malve;Mediterranean Restaurant;50.918855;6.930687;Sülz, Köln;;Köln
GUTS & GLORY Boxclub;Boxing Gym;50.921366208255044;6.918315763844656;Sülz, Köln;;Köln
Tibet;Asian Restaurant;53.580647036246994;9.7920057123857;Sülldorf, Hamburg;;Hamburg
Lidl;Supermarket;53.58061370000001;9.7977281;Sülldorf, Hamburg;;Hamburg
Biohof Timmermann;Organic Grocery;53.58351102600675;9.794400578971624;Sülldorf, Hamburg;;Hamburg
Konservatorium;College Arts Building;53.57968399999999;9.799358999999999;Sülldorf, Hamburg;;Hamburg
S Sülldorf;Light Rail Station;53.57969072013419;9.79937965165513;Sülldorf, Hamburg;;Hamburg
Pferdehof Glissmann;Farm;53.58423631896756;9.795550649633627;Sülldorf, Hamburg;;Hamburg
ALDI NORD;Supermarket;53.57992099601511;9.802462090500304;Sülldorf, Hamburg;;Hamburg
Café Maître;Café;51.32320689673927;12.373429593485904;Südvorstadt, Leipzig;;Leipzig
Hafenbar;Pub;51.32408403097916;12.373178920528266;Südvorstadt, Leipzig;;Leipzig
Noels Ballroom;Irish Pub;51.32069716734016;12.374437386579995;Südvorstadt, Leipzig;;Leipzig
Eisdiele Pfeifer;Ice Cream Shop;51.322068923448356;12.371842898455524;Südvorstadt, Leipzig;;Leipzig
